elapsed_time,card_serial,channel,temperature,load_power,ot_shutdown_t,ot_ev,voltage,current,steady_state,temp_rate_per_min
8.100032573565841e-07,DT00,0,55.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,1,60.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,2,65.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,3,60.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,4,60.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,5,64.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,6,64.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,7,59.0,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,8,58.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,9,63.0,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,10,64.0,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,11,57.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,12,52.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,13,63.0,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,14,64.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,15,54.5,1.1764705882352942,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,16,61.0,0.0,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,17,42.0,,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT00,18,40.5,,85.0,False,11.84326171875,2.4556640625,False,
8.100032573565841e-07,DT01,0,53.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,1,55.5,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,2,57.5,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,3,56.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,4,59.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,5,56.5,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,6,57.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,7,55.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,8,57.5,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,9,58.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,10,58.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,11,53.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,12,51.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,13,56.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,14,58.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,15,51.0,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,16,54.5,0.0,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,17,42.5,,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT01,18,40.5,,85.0,False,12.033398437499999,0.30937499999999996,False,
8.100032573565841e-07,DT02,0,53.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,1,55.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,2,56.5,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,3,54.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,4,57.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,5,56.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,6,57.5,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,7,54.5,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,8,55.5,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,9,56.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,10,57.5,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,11,54.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,12,50.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
8.100032573565841e-07,DT02,13,53.0,1.1764705882352942,85.0,False,12.08818359375,2.99384765625,False,
